Isolate Name,Accession Code,Population,Year of Isolation,Serotype,Vaccine Type,ST,SequenceCluster,
SMRU890,ERR049961,Maela,2008,NT,NVT,4133,47,
SMRU892,ERR049963,Maela,2008,NT,NVT,4133,47,
SMRU904,ERR049975,Maela,2008,NT,NVT,4133,47,
SMRU966,ERR050037,Maela,2008,NT,NVT,4133,47,
SMRU578,ERR051412,Maela,2008,NT,NVT,4133,47,
SMRU600,ERR051434,Maela,2008,NT,NVT,4396,47,
SMRU622,ERR051456,Maela,2008,14,VT,4395,47,
SMRU675,ERR051485,Maela,2008,NT,NVT,4133,47,
SMRU691,ERR051501,Maela,2008,NT,NVT,4396,47,
SMRU695,ERR051505,Maela,2008,NT,NVT,4133,47,
SMRU700,ERR051510,Maela,2008,NT,NVT,4444,47,
SMRU729,ERR051539,Maela,2008,14,VT,4395,47,
SMRU740,ERR051550,Maela,2008,14,VT,4395,47,
SMRU1104,ERR051650,Maela,2008,NT,NVT,4133,47,
SMRU256,ERR052593,Maela,2008,14,VT,4395,47,
SMRU750,ERR052607,Maela,2008,NT,NVT,SLV4133,47,
SMRU763,ERR052620,Maela,2008,NT,NVT,SLV1433,47,
SMRU559,ERR052632,Maela,2008,NT,NVT,4133,47,
SMRU569,ERR052642,Maela,2008,NT,NVT,4133,47,
SMRU1367,ERR054244,Maela,2009,NT,NVT,4133,47,
SMRU1377,ERR054254,Maela,2009,NT,NVT,SLV1433,47,
SMRU1381,ERR054258,Maela,2009,NT,NVT,SLV1433,47,
SMRU1394,ERR054271,Maela,2009,14,VT,4395,47,
SMRU1201,ERR054294,Maela,2009,14,VT,4395,47,
SMRU1252,ERR054345,Maela,2009,NT,NVT,DLV4133,47,
SMRU1298,ERR054391,Maela,2009,14,VT,4395,47,
SMRU1465,ERR054414,Maela,2009,NT,NVT,4133,47,
SMRU1474,ERR054423,Maela,2009,14,VT,4395,47,
SMRU1508,ERR054456,Maela,2009,NT,NVT,4133,47,
SMRU1522,ERR054470,Maela,2009,NT,NVT,4133,47,
SMRU1548,ERR054496,Maela,2009,NT,NVT,4133,47,
SMRU1555,ERR054503,Maela,2009,NT,NVT,4133,47,
SMRU794,ERR054534,Maela,2008,14,VT,4395,47,
SMRU878,ERR054570,Maela,2008,NT,NVT,4133,47,
SMRU888,ERR054580,Maela,2008,14,VT,4395,47,
SMRU1130,ERR054582,Maela,2009,NT,NVT,unknown,47,
SMRU1146,ERR054598,Maela,2009,NT,NVT,6715,47,
SMRU1166,ERR054618,Maela,2009,NT,NVT,4133,47,
SMRU1177,ERR054629,Maela,2009,NT,NVT,DLV4133,47,
SMRU1179,ERR054631,Maela,2009,14,VT,4395,47,
SMRU828,ERR056694,Maela,2008,14,VT,4395,47,
SMRU845,ERR056711,Maela,2008,NT,NVT,4133,47,
SMRU850,ERR056716,Maela,2008,NT,NVT,4133,47,
SMRU1426,ERR056764,Maela,2009,14,VT,4395,47,
SMRU1428,ERR056766,Maela,2009,14,VT,4395,47,
SMRU1436,ERR056774,Maela,2009,14,VT,4396,47,
SMRU1445,ERR056783,Maela,2009,14,VT,4396,47,
SMRU1451,ERR056789,Maela,2009,NT,NVT,4133,47,
SMRU1452,ERR056790,Maela,2009,NT,NVT,4133,47,
SMRU1459,ERR056797,Maela,2009,14,VT,4395,47,
SMRU1662,ERR056808,Maela,2009,14,VT,4395,47,
SMRU1674,ERR056820,Maela,2009,14,VT,4395,47,
SMRU1678,ERR056824,Maela,2009,NT,NVT,4133,47,
SMRU1713,ERR056859,Maela,2009,NT,NVT,4133,47,
SMRU1720,ERR056866,Maela,2009,14,VT,4395,47,
SMRU1752,ERR056897,Maela,2009,NT,NVT,4133,47,
SMRU1578,ERR057776,Maela,2009,14,VT,4395,47,
SMRU1586,ERR057784,Maela,2009,NT,NVT,4133,47,
SMRU1605,ERR057803,Maela,2009,NT,NVT,4133,47,
SMRU1903,ERR057884,Maela,2009,14,VT,4395,47,
SMRU1936,ERR057917,Maela,2009,NT,NVT,SLV4133,47,
SMRU1941,ERR057922,Maela,2009,14,VT,4395,47,
SMRU1953,ERR057934,Maela,2009,NT,NVT,4133,47,
SMRU1958,ERR057939,Maela,2009,14,VT,4396,47,
SMRU2005,ERR057986,Maela,2009,14,VT,4396,47,
SMRU2006,ERR057987,Maela,2009,NT,NVT,SLV4133,47,
SMRU2016,ERR057997,Maela,2009,NT,NVT,4133,47,
SMRU1634,ERR059958,Maela,2009,NT,NVT,4133,47,
SMRU1763,ERR059991,Maela,2009,14,VT,4395,47,
SMRU1805,ERR060009,Maela,2009,NT,NVT,4133,47,
SMRU1813,ERR060017,Maela,2009,NT,NVT,4133,47,
SMRU1819,ERR060023,Maela,2009,NT,NVT,4133,47,
SMRU1820,ERR060024,Maela,2009,NT,NVT,4133,47,
SMRU1338,ERR060046,Maela,2009,14,VT,4395,47,
SMRU1344,ERR060052,Maela,2009,14,VT,4396,47,
SMRU2023,ERR063816,Maela,2009,NT,NVT,4133,47,
SMRU2036,ERR063829,Maela,2009,NT,NVT,4133,47,
SMRU2040,ERR063833,Maela,2009,NT,NVT,4133,47,
SMRU2041,ERR063834,Maela,2009,14,VT,4395,47,
SMRU2058,ERR063851,Maela,2009,NT,NVT,SLV1433,47,
SMRU2059,ERR063852,Maela,2009,NT,NVT,4133,47,
SMRU2061,ERR063854,Maela,2009,NT,NVT,4133,47,
SMRU2068,ERR063861,Maela,2009,14,VT,4396,47,
SMRU2069,ERR063862,Maela,2009,14,VT,4396,47,
SMRU2080,ERR063873,Maela,2009,14,VT,4395,47,
SMRU2093,ERR063886,Maela,2009,NT,NVT,4133,47,
SMRU2096,ERR063889,Maela,2009,NT,NVT,4133,47,
SMRU2130,ERR063923,Maela,2009,14,VT,4395,47,
SMRU2136,ERR063929,Maela,2009,14,VT,4395,47,
SMRU2141,ERR063934,Maela,2009,NT,NVT,SLV1433,47,
SMRU2145,ERR063938,Maela,2009,NT,NVT,4133,47,
SMRU2170,ERR063963,Maela,2009,14,VT,4395,47,
SMRU2191,ERR063984,Maela,2009,NT,NVT,4133,47,
SMRU2192,ERR063985,Maela,2009,NT,NVT,4133,47,
SMRU2199,ERR063992,Maela,2009,NT,NVT,4133,47,
SMRU2527,ERR064032,Maela,2010,14,VT,4395,47,
SMRU2536,ERR064041,Maela,2010,NT,NVT,4133,47,
SMRU2544,ERR064049,Maela,2010,NT,NVT,5118,47,
SMRU2699,ERR064101,Maela,2010,NT,NVT,4395,47,
SMRU2709,ERR064111,Maela,2010,NT,NVT,4133,47,
SMRU2718,ERR064120,Maela,2010,NT,NVT,4133,47,
SMRU2726,ERR064128,Maela,2010,14,VT,4395,47,
SMRU2427,ERR064165,Maela,2010,NT,NVT,4133,47,
SMRU2447,ERR064185,Maela,2010,NT,NVT,4133,47,
SMRU2464,ERR064202,Maela,2010,NT,NVT,5118,47,
SMRU2481,ERR064219,Maela,2010,NT,NVT,4133,47,
SMRU2652,ERR066187,Maela,2010,14,VT,4396,47,
SMRU2655,ERR066190,Maela,2010,14,VT,4395,47,
SMRU2217,ERR066208,Maela,2009,14,VT,4396,47,
SMRU2219,ERR066210,Maela,2009,NT,NVT,4133,47,
SMRU2221,ERR066212,Maela,2009,NT,NVT,4133,47,
SMRU2227,ERR066218,Maela,2009,NT,NVT,4133,47,
SMRU2230,ERR066221,Maela,2009,NT,NVT,SLV1433,47,
SMRU2274,ERR066241,Maela,2009,NT,NVT,4133,47,
SMRU2278,ERR066245,Maela,2010,NT,NVT,DLV4133,47,
SMRU2308,ERR066275,Maela,2010,NT,NVT,SLV1433,47,
SMRU2320,ERR066287,Maela,2010,NT,NVT,4133,47,
SMRU2336,ERR066303,Maela,2010,NT,NVT,4133,47,
SMRU2363,ERR066330,Maela,2010,14,VT,4395,47,
SMRU2385,ERR066352,Maela,2010,14,VT,4396,47,
SMRU2548,ERR067771,Maela,2010,NT,NVT,4133,47,
SMRU2559,ERR067782,Maela,2010,NT,NVT,4133,47,
SMRU2576,ERR067799,Maela,2010,NT,NVT,4133,47,
SMRU2630,ERR067853,Maela,2010,NT,NVT,5122,47,
SMRU2846,ERR067901,Maela,2010,14,VT,4395,47,
SMRU2856,ERR067911,Maela,2010,NT,NVT,SLV4133,47,
SMRU2881,ERR067912,Maela,2010,NT,NVT,4133,47,
SMRU2885,ERR067916,Maela,2010,NT,NVT,4133,47,
SMRU2908,ERR067939,Maela,2010,NT,NVT,4133,47,
SMRU2918,ERR067949,Maela,2010,14,VT,4395,47,
SMRU2774,ERR069624,Maela,2010,NT,NVT,DLV4133,47,
SMRU2802,ERR069652,Maela,2010,NT,NVT,4133,47,
SMRU2804,ERR069654,Maela,2010,14,VT,4395,47,
SMRU2805,ERR069655,Maela,2010,14,VT,4395,47,
SMRU2810,ERR069660,Maela,2010,NT,NVT,4133,47,
SMRU3032,ERR072181,Maela,2010,NT,NVT,5122,47,
SMRU3034,ERR072183,Maela,2010,14,VT,4396,47,
SMRU3060,ERR072209,Maela,2010,NT,NVT,4133,47,
SMRU3064,ERR072213,Maela,2010,NT,NVT,4133,47,
SMRU3077,ERR072226,Maela,2010,14,VT,4396,47,
SMRU2931,ERR084157,Maela,2010,NT,NVT,4133,47,
SMRU2943,ERR084169,Maela,2010,NT,NVT,4133,47,
SMRU2947,ERR084173,Maela,2010,NT,NVT,4133,47,
SMRU2973,ERR084199,Maela,2010,NT,NVT,4133,47,
SMRU2981,ERR084207,Maela,2010,NT,NVT,4133,47,
SMRU2998,ERR084224,Maela,2010,NT,NVT,SLV4133,47,
SMRU3013,ERR084239,Maela,2010,NT,NVT,4133,47,
SMRU3018,ERR084244,Maela,2010,NT,NVT,4133,47,
SMRU2239,ERR084257,Maela,2009,NT,NVT,SLV1433,47,
SMRU3123,ERR084277,Maela,2010,14,VT,4396,47,
SMRU3126,ERR084280,Maela,2010,14,VT,4396,47,
SMRU3130,ERR084284,Maela,2010,NT,NVT,4133,47,
SMRU3138,ERR084292,Maela,2009,NT,NVT,4133,47,
SMRU3108,ERR084310,Maela,2008,NT,NVT,DLV4133,47,
SMRU3119,ERR084321,Maela,2010,14,VT,4396,47,
SMRU1828,ERR089619,Maela,2009,NT,NVT,5118,47,
SMRU629,ERR273508,Maela,2008,NT,NVT,5122,47,
SMRU638,ERR273517,Maela,2008,14,VT,4395,47,
SMRU28,ERR039587,Maela,2007,6C,NVT,4420,48,
SMRU31,ERR039590,Maela,2007,6C,NVT,4420,48,
SMRU32,ERR039591,Maela,2007,6A,VT,4403,48,
SMRU50,ERR039609,Maela,2008,6C,NVT,SLV4420,48,
SMRU70,ERR039629,Maela,2008,6C,NVT,SLV4420,48,
SMRU380,ERR048009,Maela,2008,6C,NVT,4420,48,
SMRU489,ERR048166,Maela,2008,6A,VT,4403,48,
SMRU225,ERR049944,Maela,2008,6C,NVT,4420,48,
SMRU950,ERR050021,Maela,2008,6C,NVT,5124,48,
SMRU965,ERR050036,Maela,2008,6C,NVT,4420,48,
SMRU212,ERR050075,Maela,2008,6A,VT,4403,48,
SMRU692,ERR051502,Maela,2008,6A,VT,4403,48,
SMRU726,ERR051536,Maela,2008,6C,NVT,4420,48,
SMRU991,ERR051561,Maela,2008,6A,VT,4403,48,
SMRU1036,ERR051582,Maela,2008,6C,NVT,4420,48,
SMRU1050,ERR051596,Maela,2008,6C,NVT,4420,48,
SMRU1062,ERR051608,Maela,2008,6C,NVT,4420,48,
SMRU1086,ERR051632,Maela,2008,6C,NVT,4420,48,
SMRU1370,ERR054247,Maela,2009,6A,VT,4403,48,
SMRU1227,ERR054320,Maela,2009,6C,NVT,4420,48,
SMRU1545,ERR054493,Maela,2009,6C,NVT,4420,48,
SMRU777,ERR054517,Maela,2008,6C,NVT,4420,48,
SMRU804,ERR054544,Maela,2008,6C,NVT,4420,48,
SMRU871,ERR054563,Maela,2008,6C,NVT,4420,48,
SMRU1159,ERR054611,Maela,2009,6C,NVT,4420,48,
SMRU1197,ERR054648,Maela,2009,6A,VT,4403,48,
SMRU1714,ERR056860,Maela,2009,6A,VT,4403,48,
SMRU1717,ERR056863,Maela,2009,6C,NVT,5228,48,
SMRU1730,ERR056876,Maela,2009,6C,NVT,4420,48,
SMRU1749,ERR056894,Maela,2009,6C,NVT,4420,48,
SMRU1588,ERR057786,Maela,2009,6A,VT,4403,48,
SMRU1610,ERR057808,Maela,2009,6A,VT,4403,48,
SMRU1862,ERR057843,Maela,2009,6C,NVT,4420,48,
SMRU1911,ERR057892,Maela,2009,6C,NVT,5228,48,
SMRU1961,ERR057942,Maela,2009,6C,NVT,5109,48,
SMRU1975,ERR057956,Maela,2009,6A,VT,SLV4403,48,
SMRU1979,ERR057960,Maela,2009,6C,NVT,4420,48,
SMRU1983,ERR057964,Maela,2009,6C,NVT,4420,48,
SMRU1990,ERR057971,Maela,2009,6C,NVT,4420,48,
SMRU2018,ERR063811,Maela,2009,6C,NVT,5228,48,
SMRU2020,ERR063813,Maela,2009,6A,VT,4403,48,
SMRU2021,ERR063814,Maela,2009,6C,NVT,5228,48,
SMRU2033,ERR063826,Maela,2009,6C,NVT,4420,48,
SMRU2090,ERR063883,Maela,2009,6C,NVT,4420,48,
SMRU2184,ERR063977,Maela,2009,6A,VT,4403,48,
SMRU2203,ERR063996,Maela,2009,6C,NVT,4420,48,
SMRU2525,ERR064030,Maela,2010,6C,NVT,4420,48,
SMRU3151,ERR064056,Maela,2010,6A,VT,4420,48,
SMRU3154,ERR064059,Maela,2010,6A,VT,4420,48,
SMRU3156,ERR064061,Maela,2010,6A,VT,4420,48,
SMRU2714,ERR064116,Maela,2010,6C,NVT,4420,48,
SMRU2719,ERR064121,Maela,2010,6C,NVT,5228,48,
SMRU2407,ERR064145,Maela,2010,6C,NVT,5109,48,
SMRU2661,ERR066196,Maela,2010,6C,NVT,5228,48,
SMRU2662,ERR066197,Maela,2010,6C,NVT,5228,48,
SMRU2663,ERR066198,Maela,2010,6C,NVT,4420,48,
SMRU2216,ERR066207,Maela,2009,6C,NVT,5109,48,
SMRU2293,ERR066260,Maela,2010,6A,VT,4403,48,
SMRU2307,ERR066274,Maela,2010,6C,NVT,5109,48,
SMRU2310,ERR066277,Maela,2010,6C,NVT,4420,48,
SMRU2314,ERR066281,Maela,2010,6C,NVT,4420,48,
SMRU2374,ERR066341,Maela,2010,6C,NVT,4420,48,
SMRU2379,ERR066346,Maela,2010,6C,NVT,4420,48,
SMRU2580,ERR067803,Maela,2010,6A,VT,4403,48,
SMRU2592,ERR067815,Maela,2010,6C,NVT,4420,48,
SMRU2627,ERR067850,Maela,2010,6C,NVT,5228,48,
SMRU2917,ERR067948,Maela,2010,6C,NVT,4420,48,
SMRU2793,ERR069643,Maela,2010,6A,VT,4403,48,
SMRU3044,ERR072193,Maela,2010,6C,NVT,4420,48,
SMRU3080,ERR072229,Maela,2010,6A,VT,4403,48,
SMRU2934,ERR084160,Maela,2010,6A,VT,4403,48,
SMRU3107,ERR084309,Maela,2008,6A,VT,4403,48,
SMRU309,ERR047986,Maela,2008,15A,NVT,4965,49,
SMRU373,ERR048002,Maela,2008,15A,NVT,4965,49,
SMRU317,ERR048042,Maela,2008,15A,NVT,4965,49,
SMRU326,ERR048051,Maela,2008,15A,NVT,4965,49,
SMRU468,ERR048145,Maela,2008,15A,NVT,4965,49,
SMRU971,ERR050042,Maela,2008,15A,NVT,3058,49,
SMRU989,ERR051559,Maela,2008,17F,NVT,3058,49,
SMRU1113,ERR051659,Maela,2008,15A,NVT,4965,49,
SMRU768,ERR052625,Maela,2008,15A,NVT,4965,49,
SMRU1361,ERR054238,Maela,2009,17F,NVT,3058,49,
SMRU1382,ERR054259,Maela,2009,15A,NVT,SLV3058,49,
SMRU1471,ERR054420,Maela,2009,15A,NVT,SLV3058,49,
SMRU1514,ERR054462,Maela,2008,15A,NVT,4965,49,
SMRU1542,ERR054490,Maela,2009,15A,NVT,4965,49,
SMRU1170,ERR054622,Maela,2009,15A,NVT,3058,49,
SMRU1183,ERR054635,Maela,2009,17F,NVT,3058,49,
SMRU1659,ERR056805,Maela,2009,15A,NVT,SLV4965,49,
SMRU1690,ERR056836,Maela,2009,15A,NVT,4965,49,
SMRU1701,ERR056847,Maela,2009,15A,NVT,4965,49,
SMRU2070,ERR063863,Maela,2009,15A,NVT,4965,49,
SMRU2086,ERR063879,Maela,2009,15A,NVT,4965,49,
SMRU2117,ERR063910,Maela,2009,15A,NVT,4965,49,
SMRU2128,ERR063921,Maela,2009,15A,NVT,SLV4965,49,
SMRU2499,ERR064004,Maela,2010,15A,NVT,3058,49,
SMRU2508,ERR064013,Maela,2010,15A,NVT,4965,49,
SMRU2667,ERR064069,Maela,2010,15A,NVT,3058,49,
SMRU2684,ERR064086,Maela,2010,15A,NVT,4965,49,
SMRU2717,ERR064119,Maela,2010,15A,NVT,4965,49,
SMRU2425,ERR064163,Maela,2010,15A,NVT,4965,49,
SMRU2551,ERR067774,Maela,2010,15A,NVT,4965,49,
SMRU2570,ERR067793,Maela,2010,15A,NVT,4965,49,
SMRU2572,ERR067795,Maela,2010,15A,NVT,3058,49,
SMRU2586,ERR067809,Maela,2010,15A,NVT,4965,49,
SMRU2632,ERR067855,Maela,2010,15A,NVT,4965,49,
SMRU2872,ERR067879,Maela,2010,15A,NVT,4965,49,
SMRU3073,ERR072222,Maela,2010,15A,NVT,4965,49,
SMRU3003,ERR084229,Maela,2010,15A,NVT,3058,49,
SMRU3009,ERR084235,Maela,2010,15A,NVT,3058,49,
SMRU1030,ERR273549,Maela,2008,15A,NVT,4965,49,
SMRU25,ERR039584,Maela,2007,NT,NVT,4138,50,
SMRU85,ERR039644,Maela,2008,NT,NVT,5093,50,
SMRU100,ERR047897,Maela,2008,NT,NVT,4393,50,
SMRU104,ERR047901,Maela,2008,NT,NVT,4391,50,
SMRU116,ERR047913,Maela,2008,NT,NVT,4398,50,
SMRU121,ERR047918,Maela,2008,NT,NVT,4134,50,
SMRU130,ERR047927,Maela,2008,NT,NVT,4134,50,
SMRU268,ERR047945,Maela,2008,NT,NVT,4421,50,
SMRU283,ERR047960,Maela,2008,NT,NVT,4391,50,
SMRU284,ERR047961,Maela,2008,NT,NVT,4391,50,
SMRU304,ERR047981,Maela,2008,NT,NVT,4391,50,
SMRU306,ERR047983,Maela,2008,NT,NVT,4445,50,
SMRU372,ERR048001,Maela,2008,NT,NVT,4391,50,
SMRU318,ERR048043,Maela,2008,NT,NVT,4138,50,
SMRU333,ERR048058,Maela,2008,NT,NVT,4142,50,
SMRU345,ERR048070,Maela,2008,NT,NVT,4402,50,
SMRU346,ERR048071,Maela,2008,NT,NVT,63,50,
SMRU350,ERR048075,Maela,2008,NT,NVT,63,50,
SMRU414,ERR048091,Maela,2008,NT,NVT,DLV4393,50,
SMRU419,ERR048096,Maela,2008,NT,NVT,4421,50,
SMRU441,ERR048118,Maela,2008,NT,NVT,4392,50,
SMRU454,ERR048131,Maela,2008,NT,NVT,4391,50,
SMRU458,ERR048135,Maela,2008,NT,NVT,SLV4391,50,
SMRU485,ERR048162,Maela,2008,NT,NVT,4134,50,
SMRU154,ERR049088,Maela,2008,NT,NVT,5093,50,
SMRU159,ERR049093,Maela,2008,NT,NVT,5093,50,
SMRU169,ERR049103,Maela,2008,NT,NVT,4421,50,
SMRU179,ERR049113,Maela,2008,NT,NVT,4393,50,
SMRU184,ERR049118,Maela,2008,NT,NVT,4391,50,
SMRU185,ERR049119,Maela,2008,NT,NVT,4391,50,
SMRU191,ERR049125,Maela,2008,NT,NVT,4398,50,
SMRU218,ERR049937,Maela,2008,NT,NVT,SLV4138,50,
SMRU219,ERR049938,Maela,2008,NT,NVT,4138,50,
SMRU232,ERR049951,Maela,2008,NT,NVT,4142,50,
SMRU902,ERR049973,Maela,2008,NT,NVT,SLV4138,50,
SMRU906,ERR049977,Maela,2008,NT,NVT,DLV4138,50,
SMRU914,ERR049985,Maela,2008,NT,NVT,4398,50,
SMRU916,ERR049987,Maela,2008,NT,NVT,4398,50,
SMRU921,ERR049992,Maela,2008,NT,NVT,SLV4142,50,
SMRU942,ERR050013,Maela,2008,NT,NVT,4390,50,
SMRU947,ERR050018,Maela,2008,NT,NVT,4390,50,
SMRU957,ERR050028,Maela,2008,NT,NVT,SLV4398,50,
SMRU202,ERR050065,Maela,2008,NT,NVT,4445,50,
SMRU204,ERR050067,Maela,2008,NT,NVT,4134,50,
SMRU213,ERR050076,Maela,2008,NT,NVT,4139,50,
SMRU586,ERR051420,Maela,2008,NT,NVT,4391,50,
SMRU597,ERR051431,Maela,2008,NT,NVT,DLV4138,50,
SMRU606,ERR051440,Maela,2008,NT,NVT,4421,50,
SMRU608,ERR051442,Maela,2008,NT,NVT,4142,50,
SMRU652,ERR051462,Maela,2008,NT,NVT,4394,50,
SMRU671,ERR051481,Maela,2008,NT,NVT,4398,50,
SMRU694,ERR051504,Maela,2008,NT,NVT,DLV4393,50,
SMRU709,ERR051519,Maela,2008,NT,NVT,DLV4138,50,
SMRU715,ERR051525,Maela,2008,NT,NVT,5093,50,
SMRU721,ERR051531,Maela,2008,NT,NVT,5102,50,
SMRU738,ERR051548,Maela,2008,NT,NVT,4390,50,
SMRU996,ERR051566,Maela,2008,NT,NVT,4390,50,
SMRU1119,ERR051665,Maela,2009,NT,NVT,4445,50,
SMRU264,ERR052601,Maela,2008,NT,NVT,5093,50,
SMRU747,ERR052604,Maela,2008,NT,NVT,4391,50,
SMRU571,ERR052644,Maela,2008,NT,NVT,4398,50,
SMRU575,ERR052648,Maela,2008,NT,NVT,4394,50,
SMRU1355,ERR054232,Maela,2009,NT,NVT,5093,50,
SMRU1257,ERR054350,Maela,2009,NT,NVT,4390,50,
SMRU1279,ERR054372,Maela,2009,NT,NVT,DLV4393,50,
SMRU1287,ERR054380,Maela,2009,NT,NVT,4421,50,
SMRU782,ERR054522,Maela,2008,NT,NVT,5093,50,
SMRU809,ERR054549,Maela,2008,NT,NVT,5093,50,
SMRU1155,ERR054607,Maela,2009,NT,NVT,4390,50,
SMRU820,ERR056686,Maela,2008,NT,NVT,4390,50,
SMRU821,ERR056687,Maela,2008,NT,NVT,4138,50,
SMRU1665,ERR056811,Maela,2009,NT,NVT,DLV4391,50,
SMRU1725,ERR056871,Maela,2009,NT,NVT,4391,50,
SMRU1726,ERR056872,Maela,2009,NT,NVT,5093,50,
SMRU1733,ERR056879,Maela,2009,NT,NVT,4398,50,
SMRU1562,ERR057760,Maela,2009,NT,NVT,4398,50,
SMRU1611,ERR057809,Maela,2009,NT,NVT,5127,50,
SMRU1613,ERR057811,Maela,2009,NT,NVT,4421,50,
SMRU1616,ERR057814,Maela,2009,NT,NVT,DLV4398,50,
SMRU1626,ERR057824,Maela,2009,NT,NVT,5093,50,
SMRU1855,ERR057836,Maela,2009,NT,NVT,4390,50,
SMRU1901,ERR057882,Maela,2009,NT,NVT,4390,50,
SMRU1951,ERR057932,Maela,2009,NT,NVT,4421,50,
SMRU1969,ERR057950,Maela,2009,NT,NVT,5093,50,
SMRU1653,ERR059977,Maela,2009,NT,NVT,4421,50,
SMRU1340,ERR060048,Maela,2009,NT,NVT,4421,50,
SMRU1343,ERR060051,Maela,2009,NT,NVT,5225,50,
SMRU1796,ERR063805,Maela,2009,NT,NVT,5093,50,
SMRU2095,ERR063888,Maela,2009,NT,NVT,4390,50,
SMRU2114,ERR063907,Maela,2009,NT,NVT,SLV4398,50,
SMRU2162,ERR063955,Maela,2009,NT,NVT,4138,50,
SMRU2193,ERR063986,Maela,2009,NT,NVT,DLV4138,50,
SMRU2208,ERR064001,Maela,2009,NT,NVT,4390,50,
SMRU2500,ERR064005,Maela,2010,NT,NVT,4390,50,
SMRU2515,ERR064020,Maela,2010,NT,NVT,DLV4393,50,
SMRU2531,ERR064036,Maela,2010,NT,NVT,5225,50,
SMRU3153,ERR064058,Maela,2010,NT,NVT,SLV4142,50,
SMRU2666,ERR064068,Maela,2010,NT,NVT,4421,50,
SMRU2692,ERR064094,Maela,2010,NT,NVT,4390,50,
SMRU2696,ERR064098,Maela,2010,NT,NVT,SLV5093,50,
SMRU2704,ERR064106,Maela,2010,NT,NVT,1294,50,
SMRU2436,ERR064174,Maela,2010,NT,NVT,5225,50,
SMRU2272,ERR066239,Maela,2009,NT,NVT,4138,50,
SMRU2324,ERR066291,Maela,2010,NT,NVT,4398,50,
SMRU2337,ERR066304,Maela,2010,NT,NVT,DLV4393,50,
SMRU2340,ERR066307,Maela,2010,NT,NVT,5225,50,
SMRU2554,ERR067777,Maela,2010,NT,NVT,4138,50,
SMRU2568,ERR067791,Maela,2010,NT,NVT,4392,50,
SMRU2585,ERR067808,Maela,2010,NT,NVT,DLV4393,50,
SMRU2639,ERR067862,Maela,2010,NT,NVT,DLV4393,50,
SMRU2879,ERR067886,Maela,2010,NT,NVT,SLV5093,50,
SMRU2891,ERR067922,Maela,2010,NT,NVT,5225,50,
SMRU2744,ERR069594,Maela,2010,NT,NVT,4138,50,
SMRU2789,ERR069639,Maela,2010,NT,NVT,SLV5093,50,
SMRU2794,ERR069644,Maela,2010,NT,NVT,DLV4391,50,
SMRU2821,ERR069671,Maela,2010,NT,NVT,4390,50,
SMRU2824,ERR069674,Maela,2010,NT,NVT,5229,50,
SMRU2936,ERR084162,Maela,2010,NT,NVT,SLV5093,50,
SMRU2939,ERR084165,Maela,2010,NT,NVT,DLV4391,50,
SMRU2941,ERR084167,Maela,2010,NT,NVT,DLV4391,50,
SMRU2961,ERR084187,Maela,2010,NT,NVT,SLV4390,50,
SMRU2988,ERR084214,Maela,2010,NT,NVT,4138,50,
SMRU2991,ERR084217,Maela,2010,NT,NVT,SLV4390,50,
SMRU2234,ERR084252,Maela,2009,NT,NVT,SLV4398,50,
SMRU58,ERR039617,Maela,2008,15B,NVT,4209,51,
SMRU120,ERR047917,Maela,2008,15B,NVT,4209,51,
SMRU365,ERR047994,Maela,2008,15B,NVT,4209,51,
SMRU406,ERR048035,Maela,2008,15B,NVT,4209,51,
SMRU425,ERR048102,Maela,2008,15B,NVT,4209,51,
SMRU450,ERR048127,Maela,2008,15B,NVT,4209,51,
SMRU166,ERR049100,Maela,2008,15B,NVT,4209,51,
SMRU926,ERR049997,Maela,2008,15B,NVT,4209,51,
SMRU211,ERR050074,Maela,2008,15B,NVT,4209,51,
SMRU617,ERR051451,Maela,2008,15C,NVT,4209,51,
SMRU649,ERR051459,Maela,2008,15C,NVT,4209,51,
SMRU664,ERR051474,Maela,2008,15B,NVT,4209,51,
SMRU1085,ERR051631,Maela,2008,15B,NVT,4209,51,
SMRU1109,ERR051655,Maela,2008,15C,NVT,4209,51,
SMRU1112,ERR051658,Maela,2008,15B,NVT,4209,51,
SMRU1127,ERR051673,Maela,2009,15C,NVT,4209,51,
SMRU752,ERR052609,Maela,2008,15B,NVT,4209,51,
SMRU1207,ERR054300,Maela,2009,15C,NVT,4209,51,
SMRU1212,ERR054305,Maela,2009,15B,NVT,4209,51,
SMRU1221,ERR054314,Maela,2009,15C,NVT,4209,51,
SMRU1280,ERR054373,Maela,2009,15C,NVT,4209,51,
SMRU1309,ERR054402,Maela,2009,15B,NVT,4209,51,
SMRU1475,ERR054424,Maela,2009,15B,NVT,4209,51,
SMRU1478,ERR054427,Maela,2009,15C,NVT,4209,51,
SMRU1489,ERR054438,Maela,2009,15B,NVT,4209,51,
SMRU1496,ERR054444,Maela,2009,15B,NVT,4209,51,
SMRU1499,ERR054447,Maela,2009,15C,NVT,4209,51,
SMRU1512,ERR054460,Maela,2009,15C,NVT,4209,51,
SMRU1535,ERR054483,Maela,2009,15B,NVT,4209,51,
SMRU1538,ERR054486,Maela,2009,15C,NVT,4209,51,
SMRU1539,ERR054487,Maela,2009,15C,NVT,4209,51,
SMRU787,ERR054527,Maela,2008,15C,NVT,4209,51,
