SANGER SAMPLE ID,SANGER PLATE ID,WELL,SUPPLIER SAMPLE NAME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for EGA),PHENOTYPE (required for EGA),V33,Study ID,Lane Name,Cycles,Reads,Bases,Map Type,Reference,Reference Size,Mapper,Mapstats ID,Mapped %,Paired %,Mean Insert Size,Depth of Coverage,Depth of Coverage sd,Adapter %,Transposon %,Genome Covered,Duplication Rate,Error Rate,NPG QC,Manual QC,No. Het SNPs,% Het SNPs (Total Genome),% Het SNPs (Genome Covered),% Het SNPs (Total No. of SNPs),QC Pipeline,Mapping Pipeline,Archiving Pipeline,SNP Calling Pipeline,RNASeq Pipeline,Assembly Pipeline,Annotation Pipeline,percent_pneumo
pneuDEEP7562211,DN531997O,D8,08B07269,,97.5,216,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B07269,NA,NA,5000,27425_7#89,151,5500332,830550132,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266834,89.3,88.6,467.3,333.76,177.36,0.1,NA,86.71,8e-04,0.011,pass,pending,178,0.01,0.01,1.79,Done,-,Done,-,-,Done,Done,93.38
pneuDEEP7562212,DN531997O,E8,08B10523,,97.5,144.7,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B10523,NA,NA,5000,27425_7#91,151,4497950,679190450,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266837,81.6,80.8,487.1,249.48,132.06,0.1,NA,92.77,9e-04,0.012,pass,pending,9166,0.41,0.46,59.61,Done,-,Done,-,-,Done,Done,90.57
pneuDEEP7562213,DN531997O,F8,09B03263,,97.5,117.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03263,NA,NA,5000,27425_7#93,151,5217480,787839480,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266840,86.4,85.8,459.2,306.25,157.5,0.1,NA,90.52,9e-04,0.011,pass,pending,7596,0.34,0.39,55.3,Done,-,Done,-,-,Done,Done,92.44
pneuDEEP7562214,DN531997O,G8,09B05075,,97.5,56.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B05075,NA,NA,5000,27425_7#95,151,5231072,789891872,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266843,86.2,85.7,493,306.46,121.38,0.1,NA,91.28,8e-04,0.01,pass,pending,191,0.01,0.01,2.31,Done,-,Done,-,-,Done,Done,88.71
pneuDEEP7562216,DN531997O,A9,09B08412,,97.5,135.1,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B08412,NA,NA,5000,27425_7#99,151,4998304,754743904,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266849,85,84.3,470,288.82,143.57,0.1,NA,89.36,7e-04,0.012,pass,pending,2523,0.11,0.13,23.11,Done,-,Done,-,-,Done,Done,92.63
pneuDEEP7562219,DN531997O,D9,08B07719,,97.5,78.2,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B07719,NA,NA,5000,27425_7#103,151,5239484,791162084,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266855,82.3,81.7,442.3,293.02,136.43,0.1,NA,88.93,8e-04,0.012,pass,pending,215,0.01,0.01,2.13,Done,-,Done,-,-,Done,Done,91.59
pneuDEEP7562221,DN531997O,F9,09B03265,,97.5,167.8,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03265,NA,NA,5000,27644_5#56,151,4078472,615849272,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340691,73.7,73,479.1,204.3,91.2,0.1,NA,94.6,8e-04,0.013,pass,pending,9779,0.44,0.47,67.48,Done,-,Done,-,-,Done,Done,80.42
pneuDEEP7562222,DN531997O,G9,09B05103,,97.5,61,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B05103,NA,NA,5000,27644_5#58,151,4569648,690016848,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340694,82.3,81.5,487.3,255.66,112.26,0.1,NA,94.59,0.001,0.013,pass,pending,11597,0.52,0.56,70.83,Done,-,Done,-,-,Done,Done,90.92
pneuDEEP7562223,DN531997O,H9,09B08884,,97.5,282.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B08884,NA,NA,5000,27644_5#60,151,4996830,754521330,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340697,87.1,86.3,457.1,295.75,145.04,0.1,NA,91.87,0.0011,0.012,pass,pending,453,0.02,0.02,4.35,Done,-,Done,-,-,Done,Done,93.03
pneuDEEP7562224,DN531997O,A10,10B04408,,97.5,106.2,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B04408,NA,NA,5000,27425_7#105,151,5376308,811822508,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266858,68.7,68.1,441.8,251.12,139.2,0.1,NA,88.36,8e-04,0.011,pass,pending,188,0.01,0.01,1.92,Done,-,Done,-,-,Done,Done,85.34
pneuDEEP7562225,DN531997O,B10,09B08932,,97.5,136.8,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B08932,NA,NA,5000,27644_5#62,151,4671614,705413714,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340700,84.5,83.7,483.2,268.31,132.86,0.1,NA,86.62,9e-04,0.013,pass,pending,250,0.01,0.01,2.53,Done,-,Done,-,-,Done,Done,93.15
pneuDEEP7562228,DN531997O,E10,09B00815,,97.5,98.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B00815,NA,NA,5000,27425_7#107,151,5175674,781526774,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266861,98.5,98.1,466.1,346.43,107.52,0.1,NA,98.93,6e-04,0.003,pass,pending,20,0,0,6.12,Done,-,Done,-,-,Done,Done,94.16
pneuDEEP7562229,DN531997O,F10,09B03815,,97.5,13,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03815,NA,NA,5000,27425_7#109,151,5449318,822847018,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266864,70.5,69.8,474.1,261.04,181.92,0.1,NA,89.03,0.0011,0.011,pass,pending,186,0.01,0.01,1.95,Done,-,Done,-,-,Done,Done,77.6
pneuDEEP7562230,DN531997O,G10,09B05356,,97.5,86,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B05356,NA,NA,5000,27425_7#111,151,5142738,776553438,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266867,81.8,81.1,482.7,286.09,197.96,0.1,NA,86.77,0.0011,0.011,pass,pending,188,0.01,0.01,1.96,Done,-,Done,-,-,Done,Done,91.85
pneuDEEP7562231,DN531997O,H10,09B09118,,97.5,52.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B09118,NA,NA,5000,27425_7#112,151,4883702,737439002,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266870,86.5,85.9,483.6,287.14,125.93,0.1,NA,92.57,7e-04,0.011,pass,pending,9198,0.41,0.46,66.51,Done,-,Done,-,-,Done,Done,93.01
pneuDEEP7562232,DN531997O,A11,09B01878,,97.5,57.6,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B01878,NA,NA,5000,27425_7#114,151,5034154,760157254,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266873,87,86.2,455.7,297.57,214.62,0.1,NA,86.4,0.0011,0.011,pass,pending,198,0.01,0.01,2.01,Done,-,Done,-,-,Done,Done,94.65
pneuDEEP7562233,DN531997O,B11,08B03142,,97.5,92.9,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B03142,NA,NA,5000,27425_7#116,151,4888234,738123334,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266876,73.1,72.4,492.7,242.69,112.84,0.1,NA,89.5,7e-04,0.012,pass,pending,7082,0.32,0.37,53.85,Done,-,Done,-,-,Done,Done,78.93
pneuDEEP7562234,DN531997O,C11,08B04155,,97.5,88.2,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B04155,NA,NA,5000,27425_7#118,151,4707538,710838238,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266879,78.4,77.8,452.9,250.95,117.25,0.1,NA,90.93,7e-04,0.011,pass,pending,6163,0.28,0.31,48.61,Done,-,Done,-,-,Done,Done,87.78
pneuDEEP7562235,DN531997O,D11,08B08281,,97.5,49.7,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B08281,NA,NA,5000,27425_7#120,151,5352266,808192166,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266882,71.7,71,498.4,260.64,124.64,0.1,NA,91.12,6e-04,0.012,pass,pending,4355,0.2,0.22,38.6,Done,-,Done,-,-,Done,Done,78.79
pneuDEEP7562236,DN531997O,E11,09B01036,,97.5,7.2,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B01036,NA,NA,5000,27425_7#122,151,4778134,721498234,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266885,72.5,71.8,504.3,235.34,112,0.1,NA,91.71,7e-04,0.012,pass,pending,5389,0.24,0.27,46.48,Done,-,Done,-,-,Done,Done,79.89
pneuDEEP7562237,DN531997O,F11,09B03829,,97.5,204.4,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B03829,NA,NA,5000,27644_5#68,151,5475584,826813184,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340709,86.3,85.6,448.9,321.12,164.88,0.1,NA,89.45,8e-04,0.012,pass,pending,334,0.02,0.02,3.34,Done,-,Done,-,-,Done,Done,95.63
pneuDEEP7562238,DN531997O,G11,09B05406,,97.5,102.7,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B05406,NA,NA,5000,27644_5#70,151,4436122,669854422,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340712,84.4,83.6,492.4,254.34,181.98,0.1,NA,87.54,0.0013,0.013,pass,pending,166,0.01,0.01,1.73,Done,-,Done,-,-,Done,Done,93.61
pneuDEEP7562240,DN531997O,A12,09B12393,,97.5,90.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B12393,NA,NA,5000,27425_7#126,151,4692730,708602230,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266891,82.3,81.5,493.2,262.57,199.43,0.1,NA,86.78,0.0011,0.011,pass,pending,166,0.01,0.01,1.76,Done,-,Done,-,-,Done,Done,92.47
pneuDEEP7562241,DN531997O,B12,10B00814,,97.5,7.8,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B00814,NA,NA,5000,27425_7#128,151,4872670,735773170,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266894,85.2,84.4,472.5,282.1,204.26,0.1,NA,92.29,0.0011,0.011,pass,pending,1188,0.05,0.06,11.69,Done,-,Done,-,-,Done,Done,92.72
pneuDEEP7562242,DN531997O,C12,08B04237,,97.5,210.4,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B04237,NA,NA,5000,27425_7#130,151,4914834,742139934,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266897,85.7,84.9,478.2,285.95,215.67,0.1,NA,87.16,0.0011,0.011,pass,pending,175,0.01,0.01,1.77,Done,-,Done,-,-,Done,Done,93.5
pneuDEEP7562244,DN531997O,E12,09B01260,,97.5,232.9,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B01260,NA,NA,5000,27644_5#74,151,5159890,779143390,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340718,84,83.3,448.7,294.49,221.2,0.1,NA,86.73,0.0013,0.012,pass,pending,202,0.01,0.01,2.09,Done,-,Done,-,-,Done,Done,93.77
pneuDEEP7562248,DN531998P,A1,09B09196,,97.5,29.3,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B09196,NA,NA,5000,27425_7#136,151,5353502,808378802,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266906,77.6,76.9,482.2,282.4,138.48,0.1,NA,88.99,9e-04,0.012,pass,pending,202,0.01,0.01,2.04,Done,-,Done,-,-,Done,Done,88.53
pneuDEEP7562249,DN531998P,B1,09B12747,,97.5,190.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B12747,NA,NA,5000,27644_5#78,151,4220078,637231778,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340724,83.9,83.1,497,240.72,187.86,0.1,NA,86.74,0.0014,0.013,pass,pending,179,0.01,0.01,1.82,Done,-,Done,-,-,Done,Done,93.8
pneuDEEP7562250,DN531998P,C1,10B01253,,97.5,47.1,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B01253,NA,NA,5000,27425_7#138,151,4636782,700154082,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266909,83.4,82.7,496.8,262.71,133.91,0.1,NA,87.92,8e-04,0.012,pass,pending,142,0.01,0.01,1.43,Done,-,Done,-,-,Done,Done,95.32
pneuDEEP7562251,DN531998P,D1,10B02473,,97.5,136.1,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B02473,NA,NA,5000,27425_7#140,151,4816104,727231704,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266912,85.9,85.2,448,281.05,191.52,0.1,NA,90.07,0.001,0.011,pass,pending,2259,0.1,0.12,21.4,Done,-,Done,-,-,Done,Done,95.01
pneuDEEP7562254,DN531998P,G1,08B00835,,97.5,133,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B00835,NA,NA,5000,27644_5#80,151,4748534,717028634,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340727,83.7,83,459.1,270.13,135.24,0.1,NA,90.96,0.001,0.013,pass,pending,8086,0.36,0.41,57.81,Done,-,Done,-,-,Done,Done,89.53
pneuDEEP7562257,DN531998P,B2,09B12928,,97.5,47.1,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B12928,NA,NA,5000,27425_7#148,151,4843874,731424974,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266924,88.8,88,482,292.25,142.45,0.1,NA,88.54,7e-04,0.012,pass,pending,201,0.01,0.01,1.96,Done,-,Done,-,-,Done,Done,92.02
pneuDEEP7562258,DN531998P,C2,10B01621,,97.5,52.1,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B01621,NA,NA,5000,27425_7#150,151,4845372,731651172,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266927,83.3,82.5,482.9,274.26,137.55,0.1,NA,88.95,9e-04,0.011,pass,pending,217,0.01,0.01,2.21,Done,-,Done,-,-,Done,Done,91.57
pneuDEEP7562259,DN531998P,D2,10B02483,,97.5,23.6,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B02483,NA,NA,5000,27425_7#152,151,4501230,679685730,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266930,74.9,74.2,494.6,229.26,121.32,0.1,NA,91.88,0.001,0.012,pass,pending,8056,0.36,0.41,57.67,Done,-,Done,-,-,Done,Done,87.88
pneuDEEP7562260,DN531998P,E2,10B04353,,97.5,93.8,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B04353,NA,NA,5000,27425_7#154,151,4492798,678412498,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266933,84,83.2,496.9,256.62,128.64,0.1,NA,89.66,0.001,0.012,pass,pending,196,0.01,0.01,1.93,Done,-,Done,-,-,Done,Done,91.13
pneuDEEP7562261,DN531998P,F2,10B06735,,97.5,117.8,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B06735,NA,NA,5000,27425_7#156,151,5071392,765780192,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266936,87.2,86.6,464.8,300.58,157.08,0.1,NA,89.49,9e-04,0.011,pass,pending,280,0.01,0.01,2.78,Done,-,Done,-,-,Done,Done,93.69
pneuDEEP7562262,DN531998P,G2,08B02857,,97.5,204,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B02857,NA,NA,5000,27644_5#82,151,4753756,717817156,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340730,82.3,81.5,437.4,265.65,196.42,0.1,NA,89.42,0.0011,0.012,pass,pending,441,0.02,0.02,4.47,Done,-,Done,-,-,Done,Done,92
pneuDEEP7562263,DN531998P,H2,09B00879,,97.5,42.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B00879,NA,NA,5000,27425_7#158,151,4010882,605643182,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266939,77.5,76.6,498.5,211.38,108.48,0.1,NA,87.96,9e-04,0.012,pass,pending,212,0.01,0.01,2.25,Done,-,Done,-,-,Done,Done,91.76
pneuDEEP7562264,DN531998P,A3,09B10013,,97.5,57.5,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B10013,NA,NA,5000,27425_7#160,151,4462432,673827232,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266942,89.8,89,482.5,272.28,117.18,0.1,NA,89.75,9e-04,0.012,pass,pending,123,0.01,0.01,1.19,Done,-,Done,-,-,Done,Done,93.76
pneuDEEP7562265,DN531998P,B3,09B13032,,97.5,208.9,Not Applicable,Thailand,Maela,Not applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,09B13032,NA,NA,5000,27425_7#162,151,4953452,747971252,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266945,86.9,86.2,448.6,292.53,142.1,0.1,NA,88.85,8e-04,0.011,pass,pending,290,0.01,0.02,2.85,Done,-,Done,-,-,Done,Done,93.45
pneuDEEP7562266,DN531998P,C3,10B01807,,97.5,188.3,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B01807,NA,NA,5000,27644_5#84,151,4468206,674699106,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340733,81.3,80.6,472.5,246.96,117,0.1,NA,89.07,0.0012,0.013,pass,pending,196,0.01,0.01,1.95,Done,-,Done,-,-,Done,Done,87.6
pneuDEEP7562267,DN531998P,D3,10B02587,,97.5,222.1,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B02587,NA,NA,5000,27644_5#86,151,4632796,699552196,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340736,84.8,83.9,471.3,267.18,119.7,0.1,NA,90.82,0.0011,0.013,pass,pending,265,0.01,0.01,2.52,Done,-,Done,-,-,Done,Done,91.61
pneuDEEP7562268,DN531998P,E3,10B04408,,97.5,95.2,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B04408,NA,NA,5000,27425_7#164,151,4955822,748329122,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266948,74.2,73.5,456.6,249.76,129.15,0.1,NA,88.51,7e-04,0.011,pass,pending,208,0.01,0.01,2.08,Done,-,Done,-,-,Done,Done,86.5
pneuDEEP7562269,DN531998P,F3,10B06926,,97.5,8.5,Not Applicable,Thailand,Maela,Not applicable,NA,2010,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,10B06926,NA,NA,5000,27425_7#166,151,4814138,726934838,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2266951,76.4,75.8,476.2,250.04,129.92,0.1,NA,87.9,8e-04,0.011,pass,pending,142,0.01,0.01,1.44,Done,-,Done,-,-,Done,Done,85.7
pneuDEEP7562270,DN531998P,G3,08B07542,,97.5,247.9,Not Applicable,Thailand,Maela,Not applicable,NA,2008,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,1313,Streptococcus pneumoniae,,NA,Bacteria cultured from NPS,NA,08B07542,NA,NA,5000,27644_5#88,151,4890808,738512008,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2340739,83.2,82.5,445.6,276.64,200.9,0.1,NA,86.6,0.0013,0.012,pass,pending,179,0.01,0.01,1.82,Done,-,Done,-,-,Done,Done,92.74
